Module	OID	Simple MIB	Full MIB	Type
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.205.251.193.4	RFC1213-MIB::ipRouteMetric4.205.251.193.4	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.205.251.193.4	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.205.251.193.114	RFC1213-MIB::ipRouteMetric4.205.251.193.114	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.205.251.193.114	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.205.251.194.48	RFC1213-MIB::ipRouteMetric4.205.251.194.48	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.205.251.194.48	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.205.251.194.69	RFC1213-MIB::ipRouteMetric4.205.251.194.69	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.205.251.194.69	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.205.251.195.199	RFC1213-MIB::ipRouteMetric4.205.251.195.199	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.205.251.195.199	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.205.251.196.32	RFC1213-MIB::ipRouteMetric4.205.251.196.32	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.205.251.196.32	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.205.251.197.65	RFC1213-MIB::ipRouteMetric4.205.251.197.65	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.205.251.197.65	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.205.251.197.72	RFC1213-MIB::ipRouteMetric4.205.251.197.72	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.205.251.197.72	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.205.251.197.195	RFC1213-MIB::ipRouteMetric4.205.251.197.195	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.205.251.197.195	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.205.251.198.199	RFC1213-MIB::ipRouteMetric4.205.251.198.199	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.205.251.198.199	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.214.3.125.231	RFC1213-MIB::ipRouteMetric4.214.3.125.231	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.214.3.125.231	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.216.239.38.10	RFC1213-MIB::ipRouteMetric4.216.239.38.10	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.216.239.38.10	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.224.0.0.0	RFC1213-MIB::ipRouteMetric4.224.0.0.0	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.224.0.0.0	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.224.0.0.251	RFC1213-MIB::ipRouteMetric4.224.0.0.251	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.224.0.0.251	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.239.255.255.250	RFC1213-MIB::ipRouteMetric4.239.255.255.250	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.239.255.255.250	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.6.255.255.255.255	RFC1213-MIB::ipRouteMetric4.255.255.255.255	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteMetric4.255.255.255.255	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.0.0.0.0	RFC1213-MIB::ipRouteNextHop.0.0.0.0	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.0.0.0.0	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.3.89.169.96	RFC1213-MIB::ipRouteNextHop.3.89.169.96	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.3.89.169.96	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.8.43.72.113	RFC1213-MIB::ipRouteNextHop.8.43.72.113	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.8.43.72.113	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.13.109.153.131	RFC1213-MIB::ipRouteNextHop.13.109.153.131	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.13.109.153.131	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.17.57.144.52	RFC1213-MIB::ipRouteNextHop.17.57.144.52	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.17.57.144.52	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.17.248.138.50	RFC1213-MIB::ipRouteNextHop.17.248.138.50	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.17.248.138.50	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.17.248.138.78	RFC1213-MIB::ipRouteNextHop.17.248.138.78	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.17.248.138.78	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.18.209.41.30	RFC1213-MIB::ipRouteNextHop.18.209.41.30	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.18.209.41.30	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.18.235.138.12	RFC1213-MIB::ipRouteNextHop.18.235.138.12	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.18.235.138.12	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.23.5.226.200	RFC1213-MIB::ipRouteNextHop.23.5.226.200	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.23.5.226.200	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.23.38.170.180	RFC1213-MIB::ipRouteNextHop.23.38.170.180	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.23.38.170.180	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.23.38.172.164	RFC1213-MIB::ipRouteNextHop.23.38.172.164	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.23.38.172.164	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.34.213.135.89	RFC1213-MIB::ipRouteNextHop.34.213.135.89	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.34.213.135.89	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.45.60.11.212	RFC1213-MIB::ipRouteNextHop.45.60.11.212	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.45.60.11.212	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.52.36.177.169	RFC1213-MIB::ipRouteNextHop.52.36.177.169	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.52.36.177.169	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.52.88.12.2	RFC1213-MIB::ipRouteNextHop.52.88.12.2	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.52.88.12.2	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.65.22.160.17	RFC1213-MIB::ipRouteNextHop.65.22.160.17	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.65.22.160.17	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.65.22.161.17	RFC1213-MIB::ipRouteNextHop.65.22.161.17	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.65.22.161.17	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.65.22.162.17	RFC1213-MIB::ipRouteNextHop.65.22.162.17	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.65.22.162.17	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.65.22.163.17	RFC1213-MIB::ipRouteNextHop.65.22.163.17	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.65.22.163.17	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.104.244.42.130	RFC1213-MIB::ipRouteNextHop.104.244.42.130	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.104.244.42.130	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.107.21.11.91	RFC1213-MIB::ipRouteNextHop.107.21.11.91	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.107.21.11.91	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.127.0.0.0	RFC1213-MIB::ipRouteNextHop.127.0.0.0	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.127.0.0.0	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.127.0.0.1	RFC1213-MIB::ipRouteNextHop.127.0.0.1	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.127.0.0.1	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.129.134.30.11	RFC1213-MIB::ipRouteNextHop.129.134.30.11	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.129.134.30.11	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.129.134.31.12	RFC1213-MIB::ipRouteNextHop.129.134.31.12	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.129.134.31.12	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.131.77.60.235	RFC1213-MIB::ipRouteNextHop.131.77.60.235	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.131.77.60.235	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.152.229.110.235	RFC1213-MIB::ipRouteNextHop.152.229.110.235	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.152.229.110.235	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.156.154.64.10	RFC1213-MIB::ipRouteNextHop.156.154.64.10	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.156.154.64.10	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.162.159.8.55	RFC1213-MIB::ipRouteNextHop.162.159.8.55	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.162.159.8.55	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.162.247.242.20	RFC1213-MIB::ipRouteNextHop.162.247.242.20	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.162.247.242.20	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.169.254.0.0	RFC1213-MIB::ipRouteNextHop.169.254.0.0	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.169.254.0.0	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.172.253.122.188	RFC1213-MIB::ipRouteNextHop.172.253.122.188	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.172.253.122.188	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.173.245.58.198	RFC1213-MIB::ipRouteNextHop.173.245.58.198	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.173.245.58.198	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.185.89.218.11	RFC1213-MIB::ipRouteNextHop.185.89.218.11	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.185.89.218.11	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.185.89.219.12	RFC1213-MIB::ipRouteNextHop.185.89.219.12	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.185.89.219.12	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.43.172.30	RFC1213-MIB::ipRouteNextHop.192.43.172.30	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.43.172.30	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.132.33.46	RFC1213-MIB::ipRouteNextHop.192.132.33.46	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.132.33.46	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.168.1.0	RFC1213-MIB::ipRouteNextHop.192.168.1.0	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.168.1.0	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.168.1.1	RFC1213-MIB::ipRouteNextHop.192.168.1.1	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.168.1.1	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.168.1.101	RFC1213-MIB::ipRouteNextHop.192.168.1.101	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.168.1.101	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.168.1.102	RFC1213-MIB::ipRouteNextHop.192.168.1.102	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.168.1.102	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.168.1.114	RFC1213-MIB::ipRouteNextHop.192.168.1.114	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.168.1.114	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.168.1.125	RFC1213-MIB::ipRouteNextHop.192.168.1.125	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.168.1.125	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.168.1.127	RFC1213-MIB::ipRouteNextHop.192.168.1.127	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.168.1.127	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.168.1.129	RFC1213-MIB::ipRouteNextHop.192.168.1.129	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.168.1.129	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.168.1.133	RFC1213-MIB::ipRouteNextHop.192.168.1.133	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.168.1.133	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.192.168.1.144	RFC1213-MIB::ipRouteNextHop.192.168.1.144	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.192.168.1.144	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.198.41.0.4	RFC1213-MIB::ipRouteNextHop.198.41.0.4	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.198.41.0.4	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.199.249.118.1	RFC1213-MIB::ipRouteNextHop.199.249.118.1	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.199.249.118.1	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.199.254.58.1	RFC1213-MIB::ipRouteNextHop.199.254.58.1	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.199.254.58.1	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.204.93.43.173	RFC1213-MIB::ipRouteNextHop.204.93.43.173	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.204.93.43.173	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.205.251.193.4	RFC1213-MIB::ipRouteNextHop.205.251.193.4	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.205.251.193.4	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.205.251.193.114	RFC1213-MIB::ipRouteNextHop.205.251.193.114	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.205.251.193.114	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.205.251.194.48	RFC1213-MIB::ipRouteNextHop.205.251.194.48	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.205.251.194.48	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.205.251.194.69	RFC1213-MIB::ipRouteNextHop.205.251.194.69	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.205.251.194.69	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.205.251.195.199	RFC1213-MIB::ipRouteNextHop.205.251.195.199	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.205.251.195.199	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.205.251.196.32	RFC1213-MIB::ipRouteNextHop.205.251.196.32	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.205.251.196.32	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.205.251.197.65	RFC1213-MIB::ipRouteNextHop.205.251.197.65	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.205.251.197.65	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.205.251.197.72	RFC1213-MIB::ipRouteNextHop.205.251.197.72	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.205.251.197.72	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.205.251.197.195	RFC1213-MIB::ipRouteNextHop.205.251.197.195	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.205.251.197.195	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.205.251.198.199	RFC1213-MIB::ipRouteNextHop.205.251.198.199	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.205.251.198.199	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.214.3.125.231	RFC1213-MIB::ipRouteNextHop.214.3.125.231	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.214.3.125.231	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.216.239.38.10	RFC1213-MIB::ipRouteNextHop.216.239.38.10	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.216.239.38.10	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.224.0.0.0	RFC1213-MIB::ipRouteNextHop.224.0.0.0	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.224.0.0.0	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.224.0.0.251	RFC1213-MIB::ipRouteNextHop.224.0.0.251	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.224.0.0.251	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.239.255.255.250	RFC1213-MIB::ipRouteNextHop.239.255.255.250	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.239.255.255.250	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.7.255.255.255.255	RFC1213-MIB::ipRouteNextHop.255.255.255.255	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteNextHop.255.255.255.255	IP Addr
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.0.0.0.0	RFC1213-MIB::ipRouteType.0.0.0.0	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.0.0.0.0	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.3.89.169.96	RFC1213-MIB::ipRouteType.3.89.169.96	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.3.89.169.96	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.8.43.72.113	RFC1213-MIB::ipRouteType.8.43.72.113	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.8.43.72.113	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.13.109.153.131	RFC1213-MIB::ipRouteType.13.109.153.131	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.13.109.153.131	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.17.57.144.52	RFC1213-MIB::ipRouteType.17.57.144.52	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.17.57.144.52	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.17.248.138.50	RFC1213-MIB::ipRouteType.17.248.138.50	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.17.248.138.50	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.17.248.138.78	RFC1213-MIB::ipRouteType.17.248.138.78	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.17.248.138.78	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.18.209.41.30	RFC1213-MIB::ipRouteType.18.209.41.30	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.18.209.41.30	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.18.235.138.12	RFC1213-MIB::ipRouteType.18.235.138.12	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.18.235.138.12	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.23.5.226.200	RFC1213-MIB::ipRouteType.23.5.226.200	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.23.5.226.200	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.23.38.170.180	RFC1213-MIB::ipRouteType.23.38.170.180	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.23.38.170.180	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.23.38.172.164	RFC1213-MIB::ipRouteType.23.38.172.164	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.23.38.172.164	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.34.213.135.89	RFC1213-MIB::ipRouteType.34.213.135.89	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.34.213.135.89	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.45.60.11.212	RFC1213-MIB::ipRouteType.45.60.11.212	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.45.60.11.212	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.52.36.177.169	RFC1213-MIB::ipRouteType.52.36.177.169	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.52.36.177.169	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.52.88.12.2	RFC1213-MIB::ipRouteType.52.88.12.2	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.52.88.12.2	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.65.22.160.17	RFC1213-MIB::ipRouteType.65.22.160.17	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.65.22.160.17	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.65.22.161.17	RFC1213-MIB::ipRouteType.65.22.161.17	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.65.22.161.17	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.65.22.162.17	RFC1213-MIB::ipRouteType.65.22.162.17	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.65.22.162.17	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.65.22.163.17	RFC1213-MIB::ipRouteType.65.22.163.17	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.65.22.163.17	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.104.244.42.130	RFC1213-MIB::ipRouteType.104.244.42.130	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.104.244.42.130	Integer
RFC1213-MIB	.1.3.6.1.2.1.4.21.1.8.107.21.11.91	RFC1213-MIB::ipRouteType.107.21.11.91	.iso.org.dod.internet.mgmt.mib-2.ip.ipRouteTable.ipRouteEntry.ipRouteType.107.21.11.91	Integer
