Module	OID	Simple MIB	Full MIB	Type
IF-MIB	.1.3.6.1.2.1.2.2.1.15.4	IF-MIB::ifInUnknownProtos.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.4	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.5	IF-MIB::ifInUnknownProtos.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.5	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.6	IF-MIB::ifInUnknownProtos.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.6	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.7	IF-MIB::ifInUnknownProtos.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.7	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.8	IF-MIB::ifInUnknownProtos.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.8	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.9	IF-MIB::ifInUnknownProtos.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.9	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.10	IF-MIB::ifInUnknownProtos.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.10	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.11	IF-MIB::ifInUnknownProtos.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.11	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.12	IF-MIB::ifInUnknownProtos.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.12	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.13	IF-MIB::ifInUnknownProtos.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.13	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.14	IF-MIB::ifInUnknownProtos.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.14	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.15	IF-MIB::ifInUnknownProtos.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.15	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.16	IF-MIB::ifInUnknownProtos.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.16	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.17	IF-MIB::ifInUnknownProtos.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.17	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.18	IF-MIB::ifInUnknownProtos.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.18	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.15.19	IF-MIB::ifInUnknownProtos.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifInUnknownProtos.19	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.1	IF-MIB::ifOutOctets.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.1	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.2	IF-MIB::ifOutOctets.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.2	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.3	IF-MIB::ifOutOctets.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.3	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.4	IF-MIB::ifOutOctets.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.4	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.5	IF-MIB::ifOutOctets.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.5	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.6	IF-MIB::ifOutOctets.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.6	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.7	IF-MIB::ifOutOctets.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.7	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.8	IF-MIB::ifOutOctets.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.8	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.9	IF-MIB::ifOutOctets.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.9	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.10	IF-MIB::ifOutOctets.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.10	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.11	IF-MIB::ifOutOctets.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.11	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.12	IF-MIB::ifOutOctets.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.12	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.13	IF-MIB::ifOutOctets.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.13	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.14	IF-MIB::ifOutOctets.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.14	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.15	IF-MIB::ifOutOctets.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.15	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.16	IF-MIB::ifOutOctets.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.16	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.17	IF-MIB::ifOutOctets.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.17	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.18	IF-MIB::ifOutOctets.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.18	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.16.19	IF-MIB::ifOutOctets.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutOctets.19	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.1	IF-MIB::ifOutUcastPkts.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.1	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.2	IF-MIB::ifOutUcastPkts.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.2	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.3	IF-MIB::ifOutUcastPkts.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.3	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.4	IF-MIB::ifOutUcastPkts.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.4	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.5	IF-MIB::ifOutUcastPkts.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.5	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.6	IF-MIB::ifOutUcastPkts.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.6	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.7	IF-MIB::ifOutUcastPkts.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.7	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.8	IF-MIB::ifOutUcastPkts.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.8	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.9	IF-MIB::ifOutUcastPkts.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.9	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.10	IF-MIB::ifOutUcastPkts.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.10	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.11	IF-MIB::ifOutUcastPkts.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.11	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.12	IF-MIB::ifOutUcastPkts.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.12	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.13	IF-MIB::ifOutUcastPkts.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.13	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.14	IF-MIB::ifOutUcastPkts.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.14	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.15	IF-MIB::ifOutUcastPkts.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.15	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.16	IF-MIB::ifOutUcastPkts.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.16	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.17	IF-MIB::ifOutUcastPkts.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.17	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.18	IF-MIB::ifOutUcastPkts.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.18	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.17.19	IF-MIB::ifOutUcastPkts.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutUcastPkts.19	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.1	IF-MIB::ifOutNUcastPkts.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.1	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.2	IF-MIB::ifOutNUcastPkts.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.2	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.3	IF-MIB::ifOutNUcastPkts.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.3	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.4	IF-MIB::ifOutNUcastPkts.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.4	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.5	IF-MIB::ifOutNUcastPkts.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.5	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.6	IF-MIB::ifOutNUcastPkts.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.6	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.7	IF-MIB::ifOutNUcastPkts.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.7	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.8	IF-MIB::ifOutNUcastPkts.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.8	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.9	IF-MIB::ifOutNUcastPkts.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.9	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.10	IF-MIB::ifOutNUcastPkts.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.10	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.11	IF-MIB::ifOutNUcastPkts.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.11	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.12	IF-MIB::ifOutNUcastPkts.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.12	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.13	IF-MIB::ifOutNUcastPkts.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.13	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.14	IF-MIB::ifOutNUcastPkts.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.14	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.15	IF-MIB::ifOutNUcastPkts.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.15	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.16	IF-MIB::ifOutNUcastPkts.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.16	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.17	IF-MIB::ifOutNUcastPkts.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.17	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.18	IF-MIB::ifOutNUcastPkts.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.18	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.18.19	IF-MIB::ifOutNUcastPkts.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutNUcastPkts.19	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.1	IF-MIB::ifOutDiscards.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.1	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.2	IF-MIB::ifOutDiscards.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.2	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.3	IF-MIB::ifOutDiscards.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.3	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.4	IF-MIB::ifOutDiscards.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.4	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.5	IF-MIB::ifOutDiscards.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.5	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.6	IF-MIB::ifOutDiscards.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.6	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.7	IF-MIB::ifOutDiscards.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.7	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.8	IF-MIB::ifOutDiscards.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.8	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.9	IF-MIB::ifOutDiscards.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.9	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.10	IF-MIB::ifOutDiscards.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.10	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.11	IF-MIB::ifOutDiscards.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.11	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.12	IF-MIB::ifOutDiscards.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.12	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.13	IF-MIB::ifOutDiscards.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.13	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.14	IF-MIB::ifOutDiscards.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.14	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.15	IF-MIB::ifOutDiscards.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.15	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.16	IF-MIB::ifOutDiscards.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.16	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.17	IF-MIB::ifOutDiscards.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.17	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.18	IF-MIB::ifOutDiscards.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.18	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.19.19	IF-MIB::ifOutDiscards.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutDiscards.19	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.1	IF-MIB::ifOutErrors.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.1	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.2	IF-MIB::ifOutErrors.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.2	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.3	IF-MIB::ifOutErrors.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.3	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.4	IF-MIB::ifOutErrors.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.4	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.5	IF-MIB::ifOutErrors.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.5	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.6	IF-MIB::ifOutErrors.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.6	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.7	IF-MIB::ifOutErrors.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.7	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.8	IF-MIB::ifOutErrors.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.8	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.9	IF-MIB::ifOutErrors.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.9	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.10	IF-MIB::ifOutErrors.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.10	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.11	IF-MIB::ifOutErrors.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.11	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.12	IF-MIB::ifOutErrors.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.12	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.13	IF-MIB::ifOutErrors.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.13	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.14	IF-MIB::ifOutErrors.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.14	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.15	IF-MIB::ifOutErrors.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.15	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.16	IF-MIB::ifOutErrors.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.16	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.17	IF-MIB::ifOutErrors.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.17	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.18	IF-MIB::ifOutErrors.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.18	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.20.19	IF-MIB::ifOutErrors.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutErrors.19	Counter32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.1	IF-MIB::ifOutQLen.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.1	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.2	IF-MIB::ifOutQLen.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.2	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.3	IF-MIB::ifOutQLen.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.3	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.4	IF-MIB::ifOutQLen.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.4	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.5	IF-MIB::ifOutQLen.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.5	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.6	IF-MIB::ifOutQLen.6	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.6	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.7	IF-MIB::ifOutQLen.7	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.7	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.8	IF-MIB::ifOutQLen.8	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.8	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.9	IF-MIB::ifOutQLen.9	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.9	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.10	IF-MIB::ifOutQLen.10	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.10	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.11	IF-MIB::ifOutQLen.11	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.11	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.12	IF-MIB::ifOutQLen.12	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.12	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.13	IF-MIB::ifOutQLen.13	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.13	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.14	IF-MIB::ifOutQLen.14	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.14	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.15	IF-MIB::ifOutQLen.15	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.15	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.16	IF-MIB::ifOutQLen.16	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.16	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.17	IF-MIB::ifOutQLen.17	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.17	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.18	IF-MIB::ifOutQLen.18	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.18	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.21.19	IF-MIB::ifOutQLen.19	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifOutQLen.19	Gauge32
IF-MIB	.1.3.6.1.2.1.2.2.1.22.1	IF-MIB::ifSpecific.1	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifSpecific.1	OID
IF-MIB	.1.3.6.1.2.1.2.2.1.22.2	IF-MIB::ifSpecific.2	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifSpecific.2	OID
IF-MIB	.1.3.6.1.2.1.2.2.1.22.3	IF-MIB::ifSpecific.3	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifSpecific.3	OID
IF-MIB	.1.3.6.1.2.1.2.2.1.22.4	IF-MIB::ifSpecific.4	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifSpecific.4	OID
IF-MIB	.1.3.6.1.2.1.2.2.1.22.5	IF-MIB::ifSpecific.5	.iso.org.dod.internet.mgmt.mib-2.interfaces.ifTable.ifEntry.ifSpecific.5	OID
